k,t_phys,u_C,col_C,sup_C,epoch_C,energy_C
2646,2.646,0.0,1.0001173958593188,0,1,
2647,2.6470000000000002,0.0,0.9513410948964126,0,1,
2648,2.648,0.0,0.9049436422021937,0,1,
2649,2.649,0.0,0.8608090199775728,0,1,
2650,2.65,0.0,0.8188268686782901,0,1,
2651,2.6510000000000002,0.0,0.7788922110585716,0,1,
2652,2.652,0.0,0.7409051896733337,0,1,
2653,2.653,0.0,0.7047708171825576,0,1,
2654,2.654,0.0,0.6703987388334622,0,1,
2655,2.6550000000000002,0.0,0.6377030065265588,0,1,
2656,2.656,0.0,0.6066018639006335,0,1,
2657,2.657,0.0,0.5770175418992601,0,1,
2658,2.658,0.0,0.5488760643076499,0,1,
2659,2.6590000000000003,0.0,0.5221070627735828,0,1,
2660,2.66,0.0,0.4966436008498733,0,1,
2661,2.661,0.0,0.4724220066183873,0,1,
2662,2.662,0.0,0.44938171347708106,0,1,
2663,2.6630000000000003,0.0,0.4274651086919486,0,1,
2664,2.664,0.0,0.40661738933517744,0,1,
2665,2.665,0.0,0.3867864252492836,0,1,
2666,2.666,0.0,0.3679226286945645,0,1,
2667,2.6670000000000003,0.0,0.34997883035392047,0,1,
2668,2.668,0.0,0.3329101613849928,0,1,
2669,2.669,0.0,0.3166739412246865,0,1,
2670,2.67,0.0,0.3012295708655315,0,1,
2671,2.6710000000000003,0.0,0.28653843133701656,0,1,
2672,2.672,0.0,0.27256378713804763,0,1,
2673,2.673,0.0,0.25927069437906014,0,1,
2674,2.674,0.0,0.2466259134040939,0,1,
2675,2.6750000000000003,0.0,0.23459782567433918,0,1,
2676,2.676,0.0,0.2231563547053205,0,1,
2677,2.677,0.0,0.21227289086001921,0,1,
2678,2.678,0.0,0.20192021980987895,0,1,
2679,2.6790000000000003,0.0,0.19207245448480884,0,1,
2680,2.68,0.0,0.1827049703420243,0,1,
2681,2.681,0.0,0.1737943437918638,0,1,
2682,2.682,0.0,0.16531829362661382,0,1,
2683,2.6830000000000003,0.0,0.1572556253058839,0,1,
2684,2.684,0.0,0.14958617795921586,0,1,
2685,2.685,0.0,0.14229077397340628,0,1,
2686,2.686,0.0,0.13535117103848443,0,1,
2687,2.6870000000000003,0.0,0.12875001653243526,0,1,
2688,2.688,0.0,0.1224708041306058,0,1,
2689,2.689,0.0,0.11649783253129584,0,1,
2690,2.69,0.0,0.11081616619432509,0,1,
2691,2.691,0.0,0.10541159799440333,0,1,
2692,2.692,0.0,0.1002706136959169,0,1,
2693,2.693,0.0,0.09538035816030045,0,1,
2694,2.694,0.0,0.09072860320149458,0,1,
2695,2.695,0.0,0.08630371700911132,0,1,
2696,2.696,0.0,0.08209463506284945,0,1,
2697,2.697,0.0,0.07809083246543042,0,1,
2698,2.698,0.0,0.07428229762487305,0,1,
2699,2.699,0.0,0.07065950722029875,0,1,
2700,2.7,0.0,0.06721340238866882,0,1,3.6210241618804146
2701,2.701,0.0,0.06393536607290837,0,1,
2702,2.702,0.0,0.0608172014747751,0,1,
2703,2.703,0.0,0.0578511115585943,0,1,
2704,2.704,0.0,0.05502967955460826,0,1,
2705,2.705,0.0,0.052345850413188726,0,1,
2706,2.706,0.0,0.049792913163537976,0,1,
2707,2.707,0.0,0.047364484132766255,0,1,
2708,2.708,0.0,0.045054490983384446,0,1,
2709,2.709,0.0,0.0428571575292974,0,1,
2710,2.71,0.0,0.040766989292330004,0,1,
2711,2.711,0.0,0.03877875976316984,0,1,
2712,2.712,0.0,0.0368874973323715,0,1,
2713,2.713,0.0,0.035088472858743364,0,1,
2714,2.714,0.0,0.033377187844031375,0,1,
2715,2.715,0.0,0.03174936318433019,0,1,
2716,2.716,0.0,0.030200928470094566,0,1,
2717,2.717,0.0,0.028728011807995283,0,1,
2718,2.718,0.0,0.02732693013916907,0,1,
2719,2.719,0.0,0.02599418002965301,0,1,
2720,2.72,0.0,0.024726428909974788,0,1,
2721,2.721,0.0,0.023520506741993134,0,1,
2722,2.722,0.0,0.022373398092151293,0,1,
2723,2.723,0.0,0.021282234591322446,0,1,
2724,2.724,0.0,0.02024428776239284,0,1,
